ID,name,description,created,last modified,associated groups,associated groups citations
G1031,Saint Bear,"[Saint Bear](https://attack.mitre.org/groups/G1031) is a Russian-nexus threat actor active since early 2021, primarily targeting entities in Ukraine and Georgia. The group is notable for a specific remote access tool, [Saint Bot](https://attack.mitre.org/software/S1018), and information stealer, [OutSteel](https://attack.mitre.org/software/S1017) in campaigns. [Saint Bear](https://attack.mitre.org/groups/G1031) typically relies on phishing or web staging of malicious documents and related file types for initial access, spoofing government or related entities.(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 )(Citation: Cadet Blizzard emerges as novel threat actor) [Saint Bear](https://attack.mitre.org/groups/G1031) has previously been confused with [Ember Bear](https://attack.mitre.org/groups/G1003) operations, but analysis of behaviors, tools, and targeting indicates these are distinct clusters.",25 May 2024,12 August 2024,"['Lorec53', 'Storm-0587', 'TA471', 'UAC-0056']","['Palo Alto Unit 42 OutSteel SaintBot February 2022 ', 'Cadet Blizzard emerges as novel threat actor', 'Palo Alto Unit 42 OutSteel SaintBot February 2022 ', 'Palo Alto Unit 42 OutSteel SaintBot February 2022 ']"
G0034,Sandworm Team,"[Sandworm Team](https://attack.mitre.org/groups/G0034) is a destructive threat group that has been attributed to Russia's General Staff Main Intelligence Directorate (GRU) Main Center for Special Technologies (GTsST) military unit 74455.(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020) This group has been active since at least 2009.(Citation: iSIGHT Sandworm 2014)(Citation: CrowdStrike VOODOO BEAR)(Citation: USDOJ Sandworm Feb 2020)(Citation: NCSC Sandworm Feb 2020)

In October 2020, the US indicted six GRU Unit 74455 officers associated with [Sandworm Team](https://attack.mitre.org/groups/G0034) for the following cyber operations: the 2015 and 2016 attacks against Ukrainian electrical companies and government organizations, the 2017 worldwide [NotPetya](https://attack.mitre.org/software/S0368) attack, targeting of the 2017 French presidential campaign, the 2018 [Olympic Destroyer](https://attack.mitre.org/software/S0365) attack against the Winter Olympic Games, the 2018 operation against the Organisation for the Prohibition of Chemical Weapons, and attacks against the country of Georgia in 2018 and 2019.(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020) Some of these were conducted with the assistance of GRU Unit 26165, which is also referred to as [APT28](https://attack.mitre.org/groups/G0007).(Citation: US District Court Indictment GRU Oct 2018)",31 May 2017,12 September 2024,"['APT44', 'BlackEnergy (Group)', 'ELECTRUM', 'FROZENBARENTS', 'IRIDIUM', 'IRON VIKING', 'Quedagh', 'Seashell Blizzard', 'Telebots', 'Voodoo Bear']","['mandiant_apt44_unearthing_sandworm', 'NCSC Sandworm Feb 2020', 'UK NCSC Olympic Attacks October 2020', 'Dragos ELECTRUM', 'UK NCSC Olympic Attacks October 2020', 'Leonard TAG 2023', 'Microsoft Prestige ransomware October 2022', 'Secureworks IRON VIKING ', 'US District Court Indictment GRU Unit 74455 October 2020', 'UK NCSC Olympic Attacks October 2020', 'iSIGHT Sandworm 2014', 'F-Secure BlackEnergy 2014', 'UK NCSC Olympic Attacks October 2020', 'Microsoft Threat Actor Naming July 2023', 'NCSC Sandworm Feb 2020', 'US District Court Indictment GRU Unit 74455 October 2020', 'UK NCSC Olympic Attacks October 2020', 'CrowdStrike VOODOO BEAR', 'US District Court Indictment GRU Unit 74455 October 2020', 'UK NCSC Olympic Attacks October 2020']"
G0029,Scarlet Mimic,"[Scarlet Mimic](https://attack.mitre.org/groups/G0029) is a threat group that has targeted minority rights activists. This group has not been directly linked to a government source, but the group's motivations appear to overlap with those of the Chinese government. While there is some overlap between IP addresses used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029) and [Putter Panda](https://attack.mitre.org/groups/G0024), it has not been concluded that the groups are the same. (Citation: Scarlet Mimic Jan 2016)",31 May 2017,30 March 2020,[''],[]
G1015,Scattered Spider,"[Scattered Spider](https://attack.mitre.org/groups/G1015) is a native English-speaking cybercriminal group that has been active since at least 2022.(Citation: CrowdStrike Scattered Spider Profile)(Citation: MSTIC Octo Tempest Operations October 2023) The group initially targeted customer relationship management and business-process outsourcing (BPO) firms as well as telecommunications and technology companies. Beginning in 2023, [Scattered Spider](https://attack.mitre.org/groups/G1015) expanded its operations to compromise victims in the gaming, hospitality, retail, MSP, manufacturing, and financial sectors.(Citation: MSTIC Octo Tempest Operations October 2023) During campaigns, [Scattered Spider](https://attack.mitre.org/groups/G1015) has leveraged targeted social-engineering techniques, attempted to bypass popular endpoint security tools, and more recently, deployed ransomware for financial gain.(Citation: CISA Scattered Spider Advisory November 2023)(Citation: CrowdStrike Scattered Spider BYOVD January 2023)(Citation: CrowdStrike Scattered Spider Profile)(Citation: MSTIC Octo Tempest Operations October 2023)(Citation: Crowdstrike TELCO BPO Campaign December 2022)",05 July 2023,04 April 2024,"['Octo Tempest', 'Roasted 0ktapus', 'Storm-0875']","['Microsoft Threat Actor Naming July 2023', 'CrowdStrike Scattered Spider BYOVD January 2023', 'Microsoft Threat Actor Naming July 2023']"
G1008,SideCopy,"[SideCopy](https://attack.mitre.org/groups/G1008) is a Pakistani threat group that has primarily targeted South Asian countries, including Indian and Afghani government personnel, since at least 2019. [SideCopy](https://attack.mitre.org/groups/G1008)'s name comes from its infection chain that tries to mimic that of [Sidewinder](https://attack.mitre.org/groups/G0121), a suspected Indian threat group.(Citation: MalwareBytes SideCopy Dec 2021)",07 August 2022,24 October 2022,[''],[]
G0121,Sidewinder,"[Sidewinder](https://attack.mitre.org/groups/G0121) is a suspected Indian threat actor group that has been active since at least 2012. They have been observed targeting government, military, and business entities throughout Asia, primarily focusing on Pakistan, China, Nepal, and Afghanistan.(Citation: ATT Sidewinder January 2021)(Citation: Securelist APT Trends April 2018)(Citation: Cyble Sidewinder September 2020)",27 January 2021,11 April 2024,"['Rattlesnake', 'T-APT-04']","['Cyble Sidewinder September 2020', 'Cyble Sidewinder September 2020']"
G0091,Silence,"[Silence](https://attack.mitre.org/groups/G0091) is a financially motivated threat actor targeting financial institutions in different countries. The group was first seen in June 2016. Their main targets reside in Russia, Ukraine, Belarus, Azerbaijan, Poland and Kazakhstan. They compromised various banking systems, including the Russian Central Bank's Automated Workstation Client, ATMs, and card processing.(Citation: Cyber Forensicator Silence Jan 2019)(Citation: SecureList Silence Nov 2017) ",24 May 2019,22 March 2023,['Whisper Spider'],['Crowdstrike GTR2020 Mar 2020']
G0122,Silent Librarian,"[Silent Librarian](https://attack.mitre.org/groups/G0122) is a group that has targeted research and proprietary data at universities, government agencies, and private sector companies worldwide since at least 2013. Members of  [Silent Librarian](https://attack.mitre.org/groups/G0122) are known to have been affiliated with the Iran-based Mabna Institute which has conducted cyber intrusions at the behest of the government of Iran, specifically the Islamic Revolutionary Guard Corps (IRGC).(Citation: DOJ Iran Indictments March 2018)(Citation: Phish Labs Silent Librarian)(Citation: Malwarebytes Silent Librarian October 2020)",03 February 2021,21 April 2021,"['COBALT DICKENS', 'TA407']","['Secureworks COBALT DICKENS August 2018', 'Secureworks COBALT DICKENS September 2019', 'Proofpoint TA407 September 2019', 'Malwarebytes Silent Librarian October 2020', 'Proofpoint TA407 September 2019', 'Malwarebytes Silent Librarian October 2020']"
G0083,SilverTerrier,"[SilverTerrier](https://attack.mitre.org/groups/G0083) is a Nigerian threat group that has been seen active since 2014. [SilverTerrier](https://attack.mitre.org/groups/G0083) mainly targets organizations in high technology, higher education, and manufacturing.(Citation: Unit42 SilverTerrier 2018)(Citation: Unit42 SilverTerrier 2016)",29 January 2019,27 September 2023,[''],[]
G0054,Sowbug,"[Sowbug](https://attack.mitre.org/groups/G0054) is a threat group that has conducted targeted attacks against organizations in South America and Southeast Asia, particularly government entities, since at least 2015. (Citation: Symantec Sowbug Nov 2017)",16 January 2018,30 March 2020,[''],[]
G1033,Star Blizzard,"[Star Blizzard](https://attack.mitre.org/groups/G1033) is a cyber espionage and influence group originating in Russia that has been active since at least 2019. [Star Blizzard](https://attack.mitre.org/groups/G1033) campaigns align closely with Russian state interests and have included persistent phishing and credential theft against academic, defense, government, NGO, and think tank organizations in NATO countries, particularly the US and the UK.(Citation: Microsoft Star Blizzard August 2022)(Citation: CISA Star Blizzard Advisory December 2023)(Citation: StarBlizzard)(Citation: Google TAG COLDRIVER January 2024)
",14 June 2024,14 June 2024,"['COLDRIVER', 'Callisto Group', 'SEABORGIUM', 'TA446']","['Google TAG COLDRIVER January 2024', 'CISA Star Blizzard Advisory December 2023', 'Microsoft Star Blizzard August 2022', 'CISA Star Blizzard Advisory December 2023']"
G0038,Stealth Falcon,"[Stealth Falcon](https://attack.mitre.org/groups/G0038) is a threat group that has conducted targeted spyware attacks against Emirati journalists, activists, and dissidents since at least 2012. Circumstantial evidence suggests there could be a link between this group and the United Arab Emirates (UAE) government, but that has not been confirmed. (Citation: Citizen Lab Stealth Falcon May 2016)",31 May 2017,23 November 2020,[''],[]
G0041,Strider,"[Strider](https://attack.mitre.org/groups/G0041) is a threat group that has been active since at least 2011 and has targeted victims in Russia, China, Sweden, Belgium, Iran, and Rwanda.(Citation: Symantec Strider Blog)(Citation: Kaspersky ProjectSauron Blog)",31 May 2017,29 June 2020,['ProjectSauron'],"['Kaspersky ProjectSauron Blog', 'Kaspersky ProjectSauron Full Report']"
G0039,Suckfly,[Suckfly](https://attack.mitre.org/groups/G0039) is a China-based threat group that has been active since at least 2014. (Citation: Symantec Suckfly March 2016),31 May 2017,15 April 2022,[''],[]
G1018,TA2541,"[TA2541](https://attack.mitre.org/groups/G1018) is a cybercriminal group that has been targeting the aviation, aerospace, transportation, manufacturing, and defense industries since at least 2017. [TA2541](https://attack.mitre.org/groups/G1018) campaigns are typically high volume and involve the use of commodity remote access tools obfuscated by crypters and themes related to aviation, transportation, and travel.(Citation: Proofpoint TA2541 February 2022)(Citation: Cisco Operation Layover September 2021)",12 September 2023,10 April 2024,[''],[]
G0062,TA459,"[TA459](https://attack.mitre.org/groups/G0062) is a threat group believed to operate out of China that has targeted countries including Russia, Belarus, Mongolia, and others. (Citation: Proofpoint TA459 April 2017)",18 April 2018,30 March 2020,[''],[]
G0092,TA505,"[TA505](https://attack.mitre.org/groups/G0092) is a cyber criminal group that has been active since at least 2014. [TA505](https://attack.mitre.org/groups/G0092) is known for frequently changing malware, driving global trends in criminal malware distribution, and ransomware campaigns involving [Clop](https://attack.mitre.org/software/S0611).(Citation: Proofpoint TA505 Sep 2017)(Citation: Proofpoint TA505 June 2018)(Citation: Proofpoint TA505 Jan 2019)(Citation: NCC Group TA505)(Citation: Korean FSI TA505 2020)",28 May 2019,10 April 2024,"['CHIMBORAZO', 'Hive0065', 'Spandex Tempest']","['Microsoft Threat Actor Naming July 2023', 'IBM TA505 April 2020', 'Microsoft Threat Actor Naming July 2023']"
G0127,TA551,"[TA551](https://attack.mitre.org/groups/G0127) is a financially-motivated threat group that has been active since at least 2018. (Citation: Secureworks GOLD CABIN) The group has primarily targeted English, German, Italian, and Japanese speakers through email-based malware distribution campaigns. (Citation: Unit 42 TA551 Jan 2021)",19 March 2021,22 March 2023,"['GOLD CABIN', 'Shathak']","['Secureworks GOLD CABIN', 'Unit 42 Valak July 2020', 'Unit 42 TA551 Jan 2021']"
G1037,TA577,"[TA577](https://attack.mitre.org/groups/G1037) is an initial access broker (IAB) that has distributed [QakBot](https://attack.mitre.org/software/S0650) and [Pikabot](https://attack.mitre.org/software/S1145), and was among the first observed groups distributing [Latrodectus](https://attack.mitre.org/software/S1160) in 2023.(Citation: Latrodectus APR 2024)",17 September 2024,17 September 2024,[''],[]
G1038,TA578,"[TA578](https://attack.mitre.org/groups/G1038) is a threat actor that has used contact forms and email to initiate communications with victims and to distribute malware including [Latrodectus](https://attack.mitre.org/software/S1160), [IcedID](https://attack.mitre.org/software/S0483), and [Bumblebee](https://attack.mitre.org/software/S1039).(Citation: Latrodectus APR 2024)(Citation: Bitsight Latrodectus June 2024)",17 September 2024,17 September 2024,[''],[]
G0088,TEMP.Veles,"[TEMP.Veles](https://attack.mitre.org/groups/G0088) is a Russia-based threat group that has targeted critical infrastructure. The group has been observed utilizing [TRITON](https://attack.mitre.org/software/S0609), a malware framework designed to manipulate industrial safety systems.(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018)(Citation: FireEye TEMP.Veles JSON April 2019)",16 April 2019,17 April 2024,['XENOTIME'],"['Dragos Xenotime 2018', 'Pylos Xenotime 2019', 'FireEye TRITON 2019', 'FireEye TEMP.Veles 2018']"
G0139,TeamTNT,[TeamTNT](https://attack.mitre.org/groups/G0139) is a threat group that has primarily targeted cloud and containerized environments. The group as been active since at least October 2019 and has mainly focused its efforts on leveraging cloud and container resources to deploy cryptocurrency miners in victim environments.(Citation: Palo Alto Black-T October 2020)(Citation: Lacework TeamTNT May 2021)(Citation: Intezer TeamTNT September 2020)(Citation: Cado Security TeamTNT Worm August 2020)(Citation: Unit 42 Hildegard Malware)(Citation: Trend Micro TeamTNT)(Citation: ATT TeamTNT Chimaera September 2020)(Citation: Aqua TeamTNT August 2020)(Citation: Intezer TeamTNT Explosion September 2021),01 October 2021,16 September 2024,[''],[]
G0089,The White Company,"[The White Company](https://attack.mitre.org/groups/G0089) is a likely state-sponsored threat actor with advanced capabilities. From 2017 through 2018, the group led an espionage campaign called Operation Shaheen targeting government and military organizations in Pakistan.(Citation: Cylance Shaheen Nov 2018)",02 May 2019,30 March 2020,[''],[]
G0028,Threat Group-1314,[Threat Group-1314](https://attack.mitre.org/groups/G0028) is an unattributed threat group that has used compromised credentials to log into a victim's remote access infrastructure. (Citation: Dell TG-1314),31 May 2017,19 March 2020,['TG-1314'],['Dell TG-1314']
G0027,Threat Group-3390,"[Threat Group-3390](https://attack.mitre.org/groups/G0027) is a Chinese threat group that has extensively used strategic Web compromises to target victims.(Citation: Dell TG-3390) The group has been active since at least 2010 and has targeted organizations in the aerospace, government, defense, technology, energy, manufacturing and gambling/betting sectors.(Citation: SecureWorks BRONZE UNION June 2017)(Citation: Securelist LuckyMouse June 2018)(Citation: Trend Micro DRBControl February 2020)",31 May 2017,10 April 2024,"['APT27', 'BRONZE UNION', 'Earth Smilodon', 'Emissary Panda', 'Iron Tiger', 'LuckyMouse', 'TG-3390']","['Nccgroup Emissary Panda May 2018', 'Securelist LuckyMouse June 2018', 'Hacker News LuckyMouse June 2018', 'Trend Micro Iron Tiger April 2021', 'SecureWorks BRONZE UNION June 2017', 'Nccgroup Emissary Panda May 2018', 'Trend Micro Iron Tiger April 2021', 'Gallagher 2015', 'Nccgroup Emissary Panda May 2018', 'Securelist LuckyMouse June 2018', 'Hacker News LuckyMouse June 2018', 'Unit42 Emissary Panda May 2019', 'Trend Micro Iron Tiger April 2021', 'Hacker News LuckyMouse June 2018', 'Trend Micro Iron Tiger April 2021', 'Securelist LuckyMouse June 2018', 'Hacker News LuckyMouse June 2018', 'Trend Micro Iron Tiger April 2021', 'Dell TG-3390', 'Nccgroup Emissary Panda May 2018', 'Hacker News LuckyMouse June 2018']"
G0076,Thrip,"[Thrip](https://attack.mitre.org/groups/G0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the U.S. and Southeast Asia. The group uses custom malware as well as ""living off the land"" techniques. (Citation: Symantec Thrip June 2018)",17 October 2018,12 October 2021,[''],[]
G1022,ToddyCat,[ToddyCat](https://attack.mitre.org/groups/G1022) is a sophisticated threat group that has been active since at least 2020 using custom loaders and malware in multi-stage infection chains against government and military targets across Europe and Asia.(Citation: Kaspersky ToddyCat June 2022)(Citation: Kaspersky ToddyCat Check Logs October 2023),03 January 2024,14 February 2024,[''],[]
G0131,Tonto Team,"[Tonto Team](https://attack.mitre.org/groups/G0131) is a suspected Chinese state-sponsored cyber espionage threat group that has primarily targeted South Korea, Japan, Taiwan, and the United States since at least 2009; by 2020 they expanded operations to include other Asian as well as Eastern European countries. [Tonto Team](https://attack.mitre.org/groups/G0131) has targeted government, military, energy, mining, financial, education, healthcare, and technology organizations, including through the Heartbeat Campaign (2009-2012) and Operation Bitter Biscuit (2017).(Citation: Kaspersky CactusPete Aug 2020)(Citation: ESET Exchange Mar 2021)(Citation: FireEye Chinese Espionage October 2019)(Citation: ARS Technica China Hack SK April 2017)(Citation: Trend Micro HeartBeat Campaign January 2013)(Citation: Talos Bisonal 10 Years March 2020)",05 May 2021,27 January 2022,"['BRONZE HUNTLEY', 'CactusPete', 'Earth Akhlut', 'Karma Panda']","['Secureworks BRONZE HUNTLEY ', 'Kaspersky CactusPete Aug 2020', 'TrendMicro Tonto Team October 2020', 'Kaspersky CactusPete Aug 2020', 'CrowdStrike Manufacturing Threat July 2020']"
G0134,Transparent Tribe,"[Transparent Tribe](https://attack.mitre.org/groups/G0134) is a suspected Pakistan-based threat group that has been active since at least 2013, primarily targeting diplomatic, defense, and research organizations in India and Afghanistan.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021)",02 September 2021,10 April 2024,"['APT36', 'COPPER FIELDSTONE', 'Mythic Leopard', 'ProjectM']","['Talos Transparent Tribe May 2021', 'Secureworks COPPER FIELDSTONE Profile', 'Crowdstrike Mythic Leopard Profile', 'Kaspersky Transparent Tribe August 2020', 'Talos Transparent Tribe May 2021', 'Unit 42 ProjectM March 2016', 'Kaspersky Transparent Tribe August 2020']"
G0081,Tropic Trooper,"[Tropic Trooper](https://attack.mitre.org/groups/G0081) is an unaffiliated threat group that has led targeted campaigns against targets in Taiwan, the Philippines, and Hong Kong. [Tropic Trooper](https://attack.mitre.org/groups/G0081) focuses on targeting government, healthcare, transportation, and high-tech industries and has been active since 2011.(Citation: TrendMicro Tropic Trooper Mar 2018)(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper May 2020)",29 January 2019,18 April 2024,"['KeyBoy', 'Pirate Panda']","['Unit 42 Tropic Trooper Nov 2016', 'TrendMicro Tropic Trooper Mar 2018', 'Crowdstrike Pirate Panda April 2020']"
G0010,Turla,"[Turla](https://attack.mitre.org/groups/G0010) is a cyber espionage threat group that has been attributed to Russia's Federal Security Service (FSB).  They have compromised victims in over 50 countries since at least 2004, spanning a range of industries including government, embassies, military, education, research and pharmaceutical companies. [Turla](https://attack.mitre.org/groups/G0010) is known for conducting watering hole and spearphishing campaigns, and leveraging in-house tools and malware, such as [Uroburos](https://attack.mitre.org/software/S0022).(Citation: Kaspersky Turla)(Citation: ESET Gazer Aug 2017)(Citation: CrowdStrike VENOMOUS BEAR)(Citation: ESET Turla Mosquito Jan 2018)(Citation: Joint Cybersecurity Advisory AA23-129A Snake Malware May 2023)",31 May 2017,26 June 2024,"['BELUGASTURGEON', 'Group 88', 'IRON HUNTER', 'Krypton', 'Secret Blizzard', 'Snake', 'Venomous Bear', 'Waterbug', 'WhiteBear']","['Accenture HyperStack October 2020', 'Leonardo Turla Penquin May 2020', 'Secureworks IRON HUNTER Profile', 'CrowdStrike VENOMOUS BEAR', 'Microsoft Threat Actor Naming July 2023', 'CrowdStrike VENOMOUS BEAR', 'ESET Turla PowerShell May 2019', 'Talos TinyTurla September 2021', 'CrowdStrike VENOMOUS BEAR', 'Talos TinyTurla September 2021', 'Symantec Waterbug', 'Securelist WhiteBear Aug 2017', 'Talos TinyTurla September 2021']"
G0123,Volatile Cedar,"[Volatile Cedar](https://attack.mitre.org/groups/G0123) is a Lebanese threat group that has targeted individuals, companies, and institutions worldwide. [Volatile Cedar](https://attack.mitre.org/groups/G0123) has been operating since 2012 and is motivated by political and ideological interests.(Citation: CheckPoint Volatile Cedar March 2015)(Citation: ClearSky Lebanese Cedar Jan 2021)",08 February 2021,20 April 2022,['Lebanese Cedar'],['ClearSky Lebanese Cedar Jan 2021']
G1017,Volt Typhoon,"[Volt Typhoon](https://attack.mitre.org/groups/G1017) is a People's Republic of China (PRC) state-sponsored actor that has been active since at least 2021 primarily targeting critical infrastructure organizations in the US and its territories including Guam. [Volt Typhoon](https://attack.mitre.org/groups/G1017)'s targeting and pattern of behavior have been assessed as pre-positioning to enable lateral movement to operational technology (OT) assets for potential destructive or disruptive attacks. [Volt Typhoon](https://attack.mitre.org/groups/G1017) has emphasized stealth in operations using web shells, living-off-the-land (LOTL) binaries, hands on keyboard activities, and stolen credentials.(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024)(Citation: Microsoft Volt Typhoon May 2023)(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023)(Citation: Secureworks BRONZE SILHOUETTE May 2023)",27 July 2023,21 May 2024,"['BRONZE SILHOUETTE', 'DEV-0391', 'Insidious Taurus', 'UNC3236', 'Vanguard Panda', 'Voltzite']","['Secureworks BRONZE SILHOUETTE May 2023', 'CISA AA24-038A PRC Critical Infrastructure February 2024', 'CISA AA24-038A PRC Critical Infrastructure February 2024', 'CISA AA24-038A PRC Critical Infrastructure February 2024', 'CISA AA24-038A PRC Critical Infrastructure February 2024', 'CISA AA24-038A PRC Critical Infrastructure February 2024', 'CISA AA24-038A PRC Critical Infrastructure February 2024']"
G0090,WIRTE,"[WIRTE](https://attack.mitre.org/groups/G0090) is a threat group that has been active since at least August 2018. [WIRTE](https://attack.mitre.org/groups/G0090) has targeted government, diplomatic, financial, military, legal, and technology organizations in the Middle East and Europe.(Citation: Lab52 WIRTE Apr 2019)(Citation: Kaspersky WIRTE November 2021)",24 May 2019,15 April 2022,[''],[]
G0107,Whitefly,"[Whitefly](https://attack.mitre.org/groups/G0107) is a cyber espionage group that has been operating since at least 2017. The group has targeted organizations based mostly in Singapore across a wide variety of sectors, and is primarily interested in stealing large amounts of sensitive information. The group has been linked to an attack against Singapore’s largest public health organization, SingHealth.(Citation: Symantec Whitefly March 2019)",26 May 2020,10 April 2024,[''],[]
G0124,Windigo,"The [Windigo](https://attack.mitre.org/groups/G0124) group has been operating since at least 2011, compromising thousands of Linux and Unix servers using the [Ebury](https://attack.mitre.org/software/S0377) SSH backdoor to create a spam botnet. Despite law enforcement intervention against the creators, [Windigo](https://attack.mitre.org/groups/G0124) operators continued updating [Ebury](https://attack.mitre.org/software/S0377) through 2019.(Citation: ESET Windigo Mar 2014)(Citation: CERN Windigo June 2019)",10 February 2021,26 April 2021,[''],[]
G0112,Windshift,"[Windshift](https://attack.mitre.org/groups/G0112) is a threat group that has been active since at least 2017, targeting specific individuals for surveillance in government departments and critical infrastructure across the Middle East.(Citation: SANS Windshift August 2018)(Citation: objective-see windtail1 dec 2018)(Citation: objective-see windtail2 jan 2019)",25 June 2020,26 April 2021,['Bahamut'],['SANS Windshift August 2018']
G0044,Winnti Group,"[Winnti Group](https://attack.mitre.org/groups/G0044) is a threat group with Chinese origins that has been active since at least 2010. The group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting.(Citation: Kaspersky Winnti April 2013)(Citation: Kaspersky Winnti June 2015)(Citation: Novetta Winnti April 2015) Some reporting suggests a number of other groups, including [Axiom](https://attack.mitre.org/groups/G0001), [APT17](https://attack.mitre.org/groups/G0025), and [Ke3chang](https://attack.mitre.org/groups/G0004), are closely linked to [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: 401 TRG Winnti Umbrella May 2018)",31 May 2017,20 March 2023,['Blackfly'],['Symantec Suckfly March 2016']
G1035,Winter Vivern,"Winter Vivern is a group linked to Russian and Belorussian interests active since at least 2020 targeting various European government and NGO entities, along with sporadic targeting of Indian and US victims. The group leverages a combination of document-based phishing activity and server-side exploitation for initial access, leveraging adversary-controlled and -created infrastructure for follow-on command and control.(Citation: DomainTools WinterVivern 2021)(Citation: SentinelOne WinterVivern 2023)(Citation: CERT-UA WinterVivern 2023)(Citation: ESET WinterVivern 2023)(Citation: Proofpoint WinterVivern 2023)",29 July 2024,10 October 2024,"['TA473', 'UAC-0114']","['Proofpoint WinterVivern 2023', 'CERT-UA WinterVivern 2023']"
G0102,Wizard Spider,"[Wizard Spider](https://attack.mitre.org/groups/G0102) is a Russia-based financially motivated threat group originally known for the creation and deployment of [TrickBot](https://attack.mitre.org/software/S0266) since at least 2016. [Wizard Spider](https://attack.mitre.org/groups/G0102) possesses a diverse aresenal of tools and has conducted ransomware campaigns against a variety of organizations, ranging from major corporations to hospitals.(Citation: CrowdStrike Ryuk January 2019)(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: CrowdStrike Wizard Spider October 2020)",12 May 2020,03 April 2024,"['DEV-0193', 'FIN12', 'GOLD BLACKBURN', 'Grim Spider', 'ITG23', 'Periwinkle Tempest', 'TEMP.MixMaster', 'UNC1878']","['Microsoft Threat Actor Naming July 2023', 'Mandiant FIN12 Oct 2021', 'Secureworks Gold Blackburn Mar 2022', 'CrowdStrike Ryuk January 2019', 'CrowdStrike Grim Spider May 2019', 'IBM X-Force ITG23 Oct 2021', 'Microsoft Threat Actor Naming July 2023', 'FireEye Ryuk and Trickbot January 2019', 'FireEye KEGTAP SINGLEMALT October 2020']"
G0128,ZIRCONIUM,"[ZIRCONIUM](https://attack.mitre.org/groups/G0128) is a threat group operating out of China, active since at least 2017, that has targeted individuals associated with the 2020 US presidential election and prominent leaders in the international affairs community.(Citation: Microsoft Targeting Elections September 2020)(Citation: Check Point APT31 February 2021)",24 March 2021,10 October 2024,"['APT31', 'Violet Typhoon']","['Check Point APT31 February 2021', 'Microsoft Threat Actor Naming July 2023']"
G0018,admin@338,"[admin@338](https://attack.mitre.org/groups/G0018) is a China-based cyber threat group. It has previously used newsworthy events as lures to deliver malware and has primarily targeted organizations involved in financial, economic, and trade policy, typically using publicly available RATs such as [PoisonIvy](https://attack.mitre.org/software/S0012), as well as some non-public backdoors. (Citation: FireEye admin@338)",31 May 2017,18 March 2020,[''],[]
G0045,menuPass,"[menuPass](https://attack.mitre.org/groups/G0045) is a threat group that has been active since at least 2006. Individual members of [menuPass](https://attack.mitre.org/groups/G0045) are known to have acted in association with the Chinese Ministry of State Security's (MSS) Tianjin State Security Bureau and worked for the Huaying Haitai Science and Technology Development Company.(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)

[menuPass](https://attack.mitre.org/groups/G0045) has targeted healthcare, defense, aerospace, finance, maritime, biotechnology, energy, and government sectors globally, with an emphasis on Japanese organizations. In 2016 and 2017, the group is known to have targeted managed IT service providers (MSPs), manufacturing and mining companies, and a university.(Citation: Palo Alto menuPass Feb 2017)(Citation: Crowdstrike CrowdCast Oct 2013)(Citation: FireEye Poison Ivy)(Citation: PWC Cloud Hopper April 2017)(Citation: FireEye APT10 April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)",31 May 2017,19 September 2024,"['APT10', 'BRONZE RIVERSIDE', 'CVNX', 'Cicada', 'HOGFISH', 'POTASSIUM', 'Red Apollo', 'Stone Panda']","['Palo Alto menuPass Feb 2017', 'Accenture Hogfish April 2018', 'FireEye APT10 Sept 2018', 'DOJ APT10 Dec 2018', 'Symantec Cicada November 2020', 'SecureWorks BRONZE STARLIGHT Ransomware Operations June 2022', 'PWC Cloud Hopper April 2017', 'DOJ APT10 Dec 2018', 'District Court of NY APT10 Indictment December 2018', 'Symantec Cicada November 2020', 'Accenture Hogfish April 2018', 'DOJ APT10 Dec 2018', 'District Court of NY APT10 Indictment December 2018', 'PWC Cloud Hopper April 2017', 'DOJ APT10 Dec 2018', 'District Court of NY APT10 Indictment December 2018', 'Palo Alto menuPass Feb 2017', 'Accenture Hogfish April 2018', 'DOJ APT10 Dec 2018', 'District Court of NY APT10 Indictment December 2018', 'Symantec Cicada November 2020']"
